xyzDMxyzCountry,xyzDMxyzRequestYear,xyzDPxyzsp_pop_totl,xyzDPxyzny_gnp_pcap_cd,xyzDPxyzny_gdp_mktp_kd_zg
FIN,1996,5.124573,24970,3.66718
FIN,1997,5.139835,26680,6.333796
FIN,1998,5.153498,25820,5.457181
FIN,1999,5.165474,26050,4.379576
FIN,2000,5.176209,26480,5.773363
FIN,2001,5.188008,25850,2.610019
FIN,2002,5.200598,25620,1.707149
FIN,2003,5.213014,28800,2.003784
FIN,2004,5.228172,35380,3.992091
FIN,2005,5.246096,40230,2.77985
FIN,2006,5.266268,42840,4.02741
FIN,2007,5.28872,46190,5.299336
FIN,2008,5.313399,50160,.783995
FIN,2009,5.338871,48950,-8.074448
FIN,2010,5.363352,49750,3.185959
FIN,2011,5.388272,50260,2.547665
FIN,2012,5.413971,48970,-1.397546
FIN,2013,5.438972,49510,-.9016963
FIN,2014,5.461512,49420,-.3649082
FIN,2015,5.479531,47180,.5436592
FIN,2016,5.495303,45530,2.811458
FIN,2017,5.508214,44840,3.19241
FIN,2018,5.515525,48210,1.139718
FIN,2019,5.521606,49940,1.224749
FIN,2020,5.529543,50030,-2.354965
FIN,2021,5.541017,53210,2.83818
FIN,2022,5.556106,54730,1.335467
FIN,2023,5.584264,53390,-1.035376
FJI,1960,.401841,,
FJI,1961,.414534,,3.517582
FJI,1962,.427695,280,3.606102
FJI,1963,.441385,280,6.358772
FJI,1964,.455214,300,4.877281
FJI,1965,.46901,290,-2.700267
FJI,1966,.482358,300,0
FJI,1967,.494632,340,13.35183
FJI,1968,.505979,340,7.916222
FJI,1969,.516952,340,2.596411
FJI,1970,.527634,390,12.70271
FJI,1971,.538,440,6.888987
FJI,1972,.547918,520,7.485277
FJI,1973,.557244,710,11.61287
FJI,1974,.566296,930,2.60115
FJI,1975,.575804,1120,.5302112
FJI,1976,.586607,1230,2.736163
FJI,1977,.599289,1290,5.904012
FJI,1978,.613611,1360,1.863401
FJI,1979,.628859,1640,12.22482
FJI,1980,.644582,1840,-1.603457
FJI,1981,.66063,2010,6.32999
FJI,1982,.676967,1780,-5.978486
FJI,1983,.693593,1570,-3.960123
FJI,1984,.710561,1640,8.393024
FJI,1985,.727461,1550,-4.613475
FJI,1986,.742658,1730,7.749908
FJI,1987,.754778,1690,-6.61502
FJI,1988,.76437,1690,.9557549
FJI,1989,.772704,1680,7.438632
FJI,1990,.78043,1670,5.800003
FJI,1991,.784832,1680,-2.700004
FJI,1992,.786859,1880,6.100002
FJI,1993,.789198,2000,2.130033
FJI,1994,.790803,2160,5.099999
FJI,1995,.792246,2410,2.499999
FJI,1996,.796538,2620,4.800001
FJI,1997,.804572,2540,-2.199999
FJI,1998,.813947,2250,1.3
FJI,1999,.823422,2300,8.799998
FJI,2000,.832509,2170,-1.699998
FJI,2001,.84132,2070,2
FJI,2002,.849891,2070,3.199999
FJI,2003,.858306,2290,.9999993
FJI,2004,.866694,2850,5.3
FJI,2005,.874923,3350,.7000004
FJI,2006,.883083,3370,1.852484
FJI,2007,.890648,3560,-.8506543
FJI,2008,.896731,3760,1.032794
FJI,2009,.901383,3650,-1.386038
FJI,2010,.905169,3470,2.954672
FJI,2011,.908355,3590,2.705143
FJI,2012,.911059,3930,1.411314
FJI,2013,.913453,4470,4.73422
FJI,2014,.91556,4750,5.603514
FJI,2015,.9172,4830,4.5012
FJI,2016,.918371,5010,2.445652
FJI,2017,.919019,5120,5.353364
FJI,2018,.918996,5680,3.812351
FJI,2019,.918465,5590,-.5805045
FJI,2020,.920422,4650,-17.03987
FJI,2021,.92461,4490,-4.881036
FJI,2022,.929766,5390,20.01646
FJI,2023,.936375,5580,8.026408
FRA,1960,46.649927,,
FRA,1961,47.161641,,4.980112
FRA,1962,47.679792,1560,6.84347
FRA,1963,48.189939,1710,6.23368
FRA,1964,48.733997,1890,6.6521
FRA,1965,49.282756,2060,4.861508
FRA,1966,49.817041,2230,5.251837
FRA,1967,50.334012,2380,4.921149
FRA,1968,50.81702,2580,4.491309
FRA,1969,51.272683,2830,7.109476
FRA,1970,51.724116,3040,6.10868
FRA,1971,52.185222,3260,5.316839
FRA,1972,52.637888,3680,4.511369
FRA,1973,53.05366,4700,6.344461
FRA,1974,53.41525,5810,4.300919
FRA,1975,53.715733,6750,-.9598848
FRA,1976,53.966558,7170,4.356759
FRA,1977,54.221988,7840,3.464312
FRA,1978,54.486195,8860,3.978544
FRA,1979,54.753575,10850,3.549989
FRA,1980,55.052582,13100,1.578745
FRA,1981,55.371044,13200,1.06902
FRA,1982,55.694106,12050,2.505397
FRA,1983,55.992656,10450,1.240865
FRA,1984,56.275701,9830,1.513722
FRA,1985,56.569195,9780,1.622781
FRA,1986,56.865193,11350,2.337276
FRA,1987,57.168409,14500,2.5619
FRA,1988,57.472651,18570,4.743142
FRA,1989,57.766282,19550,4.343861
FRA,1990,58.044701,20710,2.923935
FRA,1991,58.557577,21420,1.048176
FRA,1992,58.849943,23840,1.599343
FRA,1993,59.106166,23580,-.6286663
FRA,1994,59.327585,24380,2.358408
FRA,1995,59.543659,25740,2.106629
FRA,1996,59.756533,27110,1.412994
FRA,1997,59.969944,26930,2.336297
FRA,1998,60.19279,25820,3.58866
FRA,1999,60.50442,25420,3.421374
FRA,2000,60.921384,24990,3.923669
FRA,2001,61.367388,23870,1.983721
FRA,2002,61.816234,23150,1.135531
FRA,2003,62.25697,26000,.8231608
FRA,2004,62.716306,31450,2.829753
FRA,2005,63.188395,35920,1.66322
FRA,2006,63.628261,37880,2.449324
FRA,2007,64.021737,40160,2.424736
FRA,2008,64.379696,43540,.254946
FRA,2009,64.710879,44070,-2.873314
FRA,2010,65.030575,43970,1.949438
FRA,2011,65.345233,44440,2.192701
FRA,2012,65.66224,43410,.3131348
FRA,2013,66.002289,43800,.5763267
FRA,2014,66.312067,43340,.9561831
FRA,2015,66.548272,41130,1.112912
FRA,2016,66.724104,39100,1.095464
FRA,2017,66.91802,38320,2.29142
FRA,2018,67.158348,41170,1.865066
FRA,2019,67.388001,42460,1.842972
FRA,2020,67.571107,39250,-7.540459
FRA,2021,67.764304,43810,6.43521
FRA,2022,67.971311,45290,2.454758
FRA,2023,68.170228,45070,.7037185
FRO,1960,.034154,,
FRO,1961,.034572,,
FRO,1962,.034963,,
FRO,1963,.035385,,
FRO,1964,.035841,,
FRO,1965,.036346,,
FRO,1966,.036825,,
FRO,1967,.037234,,
FRO,1968,.03763,,
FRO,1969,.038011,,
FRO,1970,.038416,,
FRO,1971,.038861,,
FRO,1972,.039304,,
FRO,1973,.039746,,
FRO,1974,.040189,,
FRO,1975,.040626,,
FRO,1976,.041054,,
FRO,1977,.041481,,
FRO,1978,.041965,,
FRO,1979,.042506,,
FRO,1980,.043054,,
FRO,1981,.043613,,
FRO,1982,.044164,,
FRO,1983,.044669,,
FRO,1984,.045135,,
FRO,1985,.045575,,
FRO,1986,.046011,,
FRO,1987,.046477,,
FRO,1988,.046959,,
FRO,1989,.04749,,
FRO,1990,.047479,,
FRO,1991,.04681,,
FRO,1992,.046005,,
FRO,1993,.045096,,
FRO,1994,.044131,,
FRO,1995,.043805,,
FRO,1996,.044138,,
FRO,1997,.044495,,
FRO,1998,.044865,,
FRO,1999,.045203,,
FRO,2000,.04566,,
FRO,2001,.046245,,
FRO,2002,.046813,,
FRO,2003,.047392,,
FRO,2004,.047989,,
FRO,2005,.048291,,
FRO,2006,.048313,,
FRO,2007,.048361,,
FRO,2008,.048411,,
FRO,2009,.048429,,-4.303002
FRO,2010,.04841,49280,-.5769391
FRO,2011,.048386,53610,3.708194
FRO,2012,.048392,56390,7.016654
FRO,2013,.048418,59300,5.853052
FRO,2014,.048465,60390,5.432702
FRO,2015,.048816,57780,.9763786
FRO,2016,.0495,57400,1.469916
FRO,2017,.05023,57880,3.514306
FRO,2018,.050955,62940,2.731552
FRO,2019,.051681,66090,4.390103
FRO,2020,.052415,64460,-1.926834
FRO,2021,.052889,69840,5.75555
FRO,2022,.05309,74420,5.39848
FRO,2023,.05327,,
FSM,1960,.042986,,
FSM,1961,.044563,,
FSM,1962,.0462,,
FSM,1963,.047758,,
FSM,1964,.049231,,
FSM,1965,.050759,,
FSM,1966,.052346,,
FSM,1967,.05394,,
FSM,1968,.055553,,
FSM,1969,.057236,,
FSM,1970,.058989,,
FSM,1971,.060673,,2.301575
FSM,1972,.062265,410,1.066915
FSM,1973,.063889,610,33.93001
FSM,1974,.065552,790,15.32728
FSM,1975,.067121,820,.0742882
FSM,1976,.068602,790,.3563227
FSM,1977,.070144,760,2.426214
FSM,1978,.071983,820,5.640209
FSM,1979,.074114,890,2.119224
FSM,1980,.076299,910,-7.196412
FSM,1981,.078531,1040,9.723725
FSM,1982,.080816,1010,-2.621064
FSM,1983,.083153,1000,1.929997
FSM,1984,.085543,980,-3.952498
FSM,1985,.087966,1170,16.55068
FSM,1986,.090397,1400,7.979347
FSM,1987,.092845,1510,1.19976
FSM,1988,.094987,1650,2.548903
FSM,1989,.096796,1630,3.526011
FSM,1990,.098603,1740,3.740927
FSM,1991,.100427,1870,7.427341
FSM,1992,.102893,1930,4.008016
FSM,1993,.10603,2080,8.140656
FSM,1994,.108844,2070,-.5345212
FSM,1995,.110328,2150,7.014465
FSM,1996,.110785,2090,-3.182372
FSM,1997,.111133,1880,-6.060937
FSM,1998,.111406,1890,2.850516
FSM,1999,.111539,1980,1.374438
FSM,2000,.111709,2130,4.833904
FSM,2001,.111948,2160,2.167603
FSM,2002,.111992,2170,.5469977
FSM,2003,.111805,2270,1.572115
FSM,2004,.111438,2340,-3.080153
FSM,2005,.11094,2450,2.041867
FSM,2006,.110301,2450,-.0810553
FSM,2007,.109532,2460,-1.836185
FSM,2008,.108704,2470,-2.408493
FSM,2009,.107868,2690,1.093099
FSM,2010,.107588,2780,2.25939
FSM,2011,.107887,2950,3.188575
FSM,2012,.108232,3050,-1.86682
FSM,2013,.108609,3100,-3.679768
FSM,2014,.109024,3100,-2.305776
FSM,2015,.109462,3470,4.621884
FSM,2016,.109925,3400,.4841018
FSM,2017,.11043,3400,.8230453
FSM,2018,.110929,3350,0
FSM,2019,.111379,4010,4.081633
FSM,2020,.112106,3940,-1.960784
FSM,2021,.113131,3970,2.8
FSM,2022,.114164,4050,-.7782101
FSM,2023,.115224,4150,.7843137
GAB,1960,.51334,,
GAB,1961,.519329,,14.76684
GAB,1962,.525754,320,7.449212
GAB,1963,.532592,400,6.092435
GAB,1964,.53983,330,4.554454
GAB,1965,.547535,350,8.333336
GAB,1966,.555748,410,4.508005
GAB,1967,.564436,430,4.115153
GAB,1968,.573611,460,2.508801
GAB,1969,.584628,520,8.082911
GAB,1970,.597192,560,8.679342
GAB,1971,.609693,610,10.25873
GAB,1972,.622289,670,11.33697
GAB,1973,.635288,890,10.18243
GAB,1974,.648922,1660,39.48709
GAB,1975,.66334,2800,19.19011
GAB,1976,.67866,4330,35.62534
GAB,1977,.694931,3900,-12.58209
GAB,1978,.712135,3000,-24.04921
GAB,1979,.730188,3410,.4744053
GAB,1980,.749078,4450,2.552937
GAB,1981,.768904,5120,5.095329
GAB,1982,.789585,4680,-3.09752
GAB,1983,.811098,4120,5.608241
GAB,1984,.833417,4160,7.508902
GAB,1985,.856482,3730,-2.332949
GAB,1986,.88034,3710,-.8035977
GAB,1987,.905016,3310,-17.14604
GAB,1988,.930464,4010,12.84535
GAB,1989,.956509,4420,8.54531
GAB,1990,.983028,4660,5.192237
GAB,1991,1.009995,5000,6.112504
GAB,1992,1.037446,4950,-3.090146
GAB,1993,1.06539,4280,3.946555
GAB,1994,1.093611,4000,3.712755
GAB,1995,1.121964,3780,4.973848
GAB,1996,1.150601,3960,3.625049
GAB,1997,1.179806,4130,5.738368
GAB,1998,1.209832,3810,3.477834
GAB,1999,1.240764,3170,-8.932623
GAB,2000,1.272935,2990,-1.882966
GAB,2001,1.30659,3300,2.135233
GAB,2002,1.341696,3470,-.2490332
GAB,2003,1.378398,3710,2.24733
GAB,2004,1.41711,4120,.6895431
GAB,2005,1.458353,5260,2.676203
GAB,2006,1.502534,5470,-2.806578
GAB,2007,1.549774,6260,6.008108
GAB,2008,1.599978,6950,-3.308431
GAB,2009,1.653542,7210,.1303311
GAB,2010,1.711105,7450,7.089887
GAB,2011,1.7725,7720,7.091753
GAB,2012,1.836705,8660,5.251077
GAB,2013,1.902226,8920,5.638699
GAB,2014,1.966855,8930,4.314964
GAB,2015,2.028517,7660,3.878899
GAB,2016,2.086206,6810,2.091442
GAB,2017,2.140215,6280,.472642
GAB,2018,2.192012,6610,.8379166
GAB,2019,2.242785,6950,3.920809
GAB,2020,2.292573,6830,-1.837761
GAB,2021,2.341179,6440,1.467957
GAB,2022,2.388992,7530,2.967742
GAB,2023,2.436566,7960,2.263232
GBR,1960,52.4,,
GBR,1961,52.8,,2.701314
GBR,1962,53.25,1710,1.098696
GBR,1963,53.65,1820,4.859545
GBR,1964,54,1960,5.594811
GBR,1965,54.34805,2080,2.130333
GBR,1966,54.6485,2200,1.56745
GBR,1967,54.9436,2330,2.775738
GBR,1968,55.2117,2400,5.472693
GBR,1969,55.44175,2420,1.939138
GBR,1970,55.66325,2480,2.708581
GBR,1971,55.896223,2760,3.504717
GBR,1972,56.086065,3210,4.321668
GBR,1973,56.194527,3910,6.523849
GBR,1974,56.229974,4370,-2.484404
GBR,1975,56.2258,4890,-1.47365
GBR,1976,56.211968,5030,2.910266
GBR,1977,56.193492,5240,2.457751
GBR,1978,56.196504,5950,4.20426
GBR,1979,56.246951,7590,3.749017
GBR,1980,56.314216,9560,-2.031368
GBR,1981,56.333829,10670,-.7877439
GBR,1982,56.313641,10670,1.994891
GBR,1983,56.332848,9870,4.221856
GBR,1984,56.422072,9280,2.269105
GBR,1985,56.550268,9170,4.147415
GBR,1986,56.681396,10260,3.150341
GBR,1987,56.80205,12720,5.392738
GBR,1988,56.928327,16180,5.732414
GBR,1989,57.076711,17400,2.577603
GBR,1990,57.247586,18590,.7337555
GBR,1991,57.424897,19410,-1.103122
GBR,1992,57.580402,21510,.401082
GBR,1993,57.718614,21390,2.489831
GBR,1994,57.865745,21920,3.846009
GBR,1995,58.01903,21120,2.53167
GBR,1996,58.16695,22850,2.582022
GBR,1997,58.316954,25570,4.924929
GBR,1998,58.487141,26970,3.41427
GBR,1999,58.682466,28120,3.066176
GBR,2000,58.892514,29420,4.318727
GBR,2001,59.119673,29110,2.578741
GBR,2002,59.370479,29190,1.791986
GBR,2003,59.647577,32250,3.146573
GBR,2004,59.987905,37810,2.426497
GBR,2005,60.401206,42700,2.738842
GBR,2006,60.84682,44850,2.386275
GBR,2007,61.322463,47390,2.620331
GBR,2008,61.806995,48390,-.225727
GBR,2009,62.27627,44080,-4.614957
GBR,2010,62.766365,41770,2.238689
GBR,2011,63.25881,41100,1.145102
GBR,2012,63.700215,41800,1.512937
GBR,2013,64.128273,42790,1.792322
GBR,2014,64.602298,44580,3.195782
GBR,2015,65.116219,44380,2.220258
GBR,2016,65.611593,42960,1.921063
GBR,2017,66.058859,41660,2.65507
GBR,2018,66.460344,42020,1.403792
GBR,2019,66.836327,43240,1.641611
GBR,2020,67.081234,38750,-10.3599
GBR,2021,67.026292,45550,8.674904
GBR,2022,67.791,48640,4.345229
GBR,2023,68.35,47800,.1040178
GEO,1960,3.6456,,
GEO,1961,3.7036,,
GEO,1962,3.7603,,
GEO,1963,3.8161,,
GEO,1964,3.8703,,
GEO,1965,3.9216,,
GEO,1966,3.9667,,7.535663
GEO,1967,4.0058,,6.253082
GEO,1968,4.0423,,4.455584
GEO,1969,4.0803,,4.776504
GEO,1970,4.1199,,12.05208
GEO,1971,4.163,,2.471332
GEO,1972,4.2053,,2.83646
GEO,1973,4.2425,,6.482545
GEO,1974,4.2795,,8.809741
GEO,1975,4.3112,,7.380428
GEO,1976,4.3424,,6.099532
GEO,1977,4.3721,,6.8943
GEO,1978,4.3977,,7.429561
GEO,1979,4.4302,,7.370641
GEO,1980,4.4677,,4.576447
GEO,1981,4.5045,,5.266601
GEO,1982,4.5428,,2.002445
GEO,1983,4.5829,,4.301603
GEO,1984,4.6222,,5.427963
GEO,1985,4.6629,,4.941206
GEO,1986,4.7045,,-8.175673
GEO,1987,4.7435,,1.281481
GEO,1988,4.7907,,5.555454
GEO,1989,4.8033,,-7.193783
GEO,1990,4.802,0,-14.78878
GEO,1991,4.8359,0,-21.09985
GEO,1992,4.8735,750,-44.89978
GEO,1993,4.9111,540,-29.30017
GEO,1994,4.836076,510,-10.39823
GEO,1995,4.657722,550,2.596575
GEO,1996,4.491699,670,11.20255
GEO,1997,4.349913,820,10.5208
GEO,1998,4.243607,870,3.10151
GEO,1999,4.157192,840,2.867296
GEO,2000,4.077131,790,1.840381
GEO,2001,4.014373,780,4.807299
GEO,2002,3.978515,840,5.474025
GEO,2003,3.951736,990,11.05703
GEO,2004,3.92734,1210,5.792683
GEO,2005,3.902469,1520,9.591138
GEO,2006,3.880347,1910,9.421481
GEO,2007,3.860158,2380,12.57557
GEO,2008,3.848449,2820,2.421614
GEO,2009,3.814419,2950,-3.650752
GEO,2010,3.786695,3220,6.246408
GEO,2011,3.756441,3580,7.934337
GEO,2012,3.728874,4250,6.578831
GEO,2013,3.717668,4680,5.132885
GEO,2014,3.719414,4850,4.090491
GEO,2015,3.725276,4500,3.351023
GEO,2016,3.727505,4180,3.450215
GEO,2017,3.728004,4130,5.159903
GEO,2018,3.726549,4580,6.062037
GEO,2019,3.720161,4780,5.380719
GEO,2020,3.722716,4330,-6.290472
GEO,2021,3.70861,4760,10.64423
GEO,2022,3.712502,5690,10.95853
GEO,2023,3.760365,6680,7.474479
GHA,1960,6.91151,,
GHA,1961,7.109029,,3.429674
GHA,1962,7.281192,190,4.109159
GHA,1963,7.458243,200,4.405974
GHA,1964,7.640196,210,2.209327
GHA,1965,7.827726,230,1.368999
GHA,1966,8.019658,240,-4.25829
GHA,1967,8.216086,240,3.075364
GHA,1968,8.418152,220,.3688603
GHA,1969,8.629855,220,6.006175
GHA,1970,8.861895,240,9.723473
GHA,1971,9.108878,270,5.216125
GHA,1972,9.365952,250,-2.487655
GHA,1973,9.637197,290,2.884584
GHA,1974,9.918979,330,6.852517
GHA,1975,10.209848,310,-12.43163
GHA,1976,10.509006,280,-3.530183
GHA,1977,10.825496,290,2.274107
GHA,1978,11.16323,330,8.475936
GHA,1979,11.515675,360,-2.514941
GHA,1980,11.865246,390,.4716959
GHA,1981,12.21296,380,-3.503067
GHA,1982,12.584976,330,-6.92365
GHA,1983,12.984131,290,-4.563737
GHA,1984,13.342487,320,8.64757
GHA,1985,13.651443,330,5.091617
GHA,1986,13.971682,370,5.199161
GHA,1987,14.31079,400,4.794899
GHA,1988,14.671677,410,5.628169
GHA,1989,15.052447,380,5.085873
GHA,1990,15.446982,380,3.328818
GHA,1991,15.843471,400,5.281826
GHA,1992,16.241548,420,3.879419
GHA,1993,16.643633,400,4.85
GHA,1994,17.040854,360,3.3
GHA,1995,17.438874,360,4.112419
GHA,1996,17.84401,370,4.602461
GHA,1997,18.26804,380,4.196357
GHA,1998,18.714708,380,4.700391
GHA,1999,19.176791,390,4.399997
GHA,2000,19.665502,330,3.7
GHA,2001,20.195577,290,4
GHA,2002,20.758326,270,4.5
GHA,2003,21.329514,310,5.2
GHA,2004,21.906444,370,5.6
GHA,2005,22.496951,450,5.900004
GHA,2006,23.098586,570,6.399913
GHA,2007,23.70832,770,4.346819
GHA,2008,24.326087,1120,9.149799
GHA,2009,24.950762,1150,4.844487
GHA,2010,25.574719,1200,7.899712
GHA,2011,26.205941,1340,14.04712
GHA,2012,26.858762,1480,9.292789
GHA,2013,27.525597,1780,7.312525
GHA,2014,28.196358,1820,2.85624
GHA,2015,28.870939,1870,2.120759
GHA,2016,29.554303,1750,3.373466
GHA,2017,30.222262,1820,8.128895
GHA,2018,30.870641,2050,6.200078
GHA,2019,31.52229,2150,6.507775
GHA,2020,32.180401,2230,.5139416
GHA,2021,32.833031,2280,5.076467
GHA,2022,33.47587,2380,3.817505
GHA,2023,34.121985,2340,2.944786
GIB,1960,.021822,,
GIB,1961,.021907,,
GIB,1962,.022249,,
GIB,1963,.022796,,
GIB,1964,.023347,,
GIB,1965,.02391,,
GIB,1966,.024477,,
GIB,1967,.025047,,
GIB,1968,.02561,,
GIB,1969,.026162,,
GIB,1970,.026685,,
GIB,1971,.027069,,
GIB,1972,.027323,,
GIB,1973,.027558,,
GIB,1974,.027779,,
GIB,1975,.027973,,
GIB,1976,.028162,,
GIB,1977,.028337,,
GIB,1978,.028485,,
GIB,1979,.028618,,
GIB,1980,.028734,,
GIB,1981,.028819,,
GIB,1982,.028863,,
GIB,1983,.028855,,
GIB,1984,.028788,,
GIB,1985,.028674,,
GIB,1986,.028506,,
GIB,1987,.028272,,
GIB,1988,.028,,
GIB,1989,.027688,,
GIB,1990,.027317,,
GIB,1991,.026988,,
GIB,1992,.026945,,
GIB,1993,.027118,,
GIB,1994,.027282,,
GIB,1995,.027412,,
GIB,1996,.027491,,
GIB,1997,.027564,,
GIB,1998,.027636,,
GIB,1999,.027695,,
GIB,2000,.027741,,
GIB,2001,.027721,,
GIB,2002,.027892,,
GIB,2003,.028301,,
GIB,2004,.028716,,
GIB,2005,.029155,,
GIB,2006,.029587,,
GIB,2007,.029996,,
GIB,2008,.030398,,
GIB,2009,.030819,,
GIB,2010,.031262,,
GIB,2011,.031701,,
GIB,2012,.03216,,
GIB,2013,.032411,,
GIB,2014,.032452,,
GIB,2015,.03252,,
GIB,2016,.032565,,
GIB,2017,.032602,,
GIB,2018,.032648,,
GIB,2019,.032685,,
GIB,2020,.032709,,
GIB,2021,.032669,,
GIB,2022,.032649,,
GIB,2023,.032688,,
GIN,1960,3.516814,,
GIN,1961,3.578631,,
GIN,1962,3.642324,,
GIN,1963,3.707945,,
GIN,1964,3.77551,,
GIN,1965,3.845074,,
GIN,1966,3.91678,,
GIN,1967,3.99076,,
GIN,1968,4.067333,,
GIN,1969,4.145194,,
GIN,1970,4.222374,,
GIN,1971,4.298087,,5.365819
GIN,1972,4.372212,850,2.31518
GIN,1973,4.445207,1020,1.567287
GIN,1974,4.517073,1250,5.250221
GIN,1975,4.588006,1390,2.87692
GIN,1976,4.658743,1440,7.923368
GIN,1977,4.730375,1380,-3.35307
GIN,1978,4.804926,1560,6.796265
GIN,1979,4.885199,1720,-1.207861
GIN,1980,4.972609,1940,2.601388
GIN,1981,5.067427,1940,.6097372
GIN,1982,5.170731,1960,1.800005
GIN,1983,5.282274,2070,1.300012
GIN,1984,5.402084,2490,1.40001
GIN,1985,5.531661,3150,4.99993
GIN,1986,5.67138,1160,3.11404
GIN,1987,5.820774,740,3.299939
GIN,1988,5.977175,590,6.308117
GIN,1989,6.136166,590,4.003476
GIN,1990,6.354145,600,4.324063
GIN,1991,6.615734,610,2.613423
GIN,1992,6.832195,670,3.270947
GIN,1993,7.046097,710,5.044145
GIN,1994,7.262112,710,3.970099
GIN,1995,7.468347,720,4.607673
GIN,1996,7.683115,730,4.461575
GIN,1997,7.842806,730,5.181603
GIN,1998,7.992545,680,3.644121
GIN,1999,8.174897,650,3.812004
GIN,2000,8.336967,590,2.503061
GIN,2001,8.445717,530,3.658346
GIN,2002,8.57779,510,5.164609
GIN,2003,8.772254,510,1.248601
GIN,2004,8.961039,560,2.340117
GIN,2005,9.140114,540,2.997272
GIN,2006,9.330625,510,1.189602
GIN,2007,9.547082,540,6.817471
GIN,2008,9.779785,620,4.133016
GIN,2009,10.021323,670,-1.122642
GIN,2010,10.270728,690,4.813371
GIN,2011,10.527712,670,5.612101
GIN,2012,10.788692,690,5.915286
GIN,2013,11.05543,690,3.945687
GIN,2014,11.333365,730,3.696553
GIN,2015,11.625998,750,3.825911
GIN,2016,11.930985,760,10.82063
GIN,2017,12.240789,810,10.3
GIN,2018,12.554864,850,6.358492
GIN,2019,12.877539,940,5.616914
GIN,2020,13.205153,950,4.920266
GIN,2021,13.531906,990,3.9
GIN,2022,13.859341,1180,4.7
GIN,2023,14.190612,1360,7.06196
GMB,1960,.399649,,
GMB,1961,.410801,,
GMB,1962,.42231,,
GMB,1963,.434173,,
GMB,1964,.446375,,
GMB,1965,.458908,,
GMB,1966,.471753,,
GMB,1967,.485132,,0
GMB,1968,.499151,100,9.576143
GMB,1969,.513686,90,2.435523
GMB,1970,.528731,100,6.153847
GMB,1971,.544317,100,-.065877
GMB,1972,.560553,100,.2417048
GMB,1973,.577488,130,9.250329
GMB,1974,.594904,160,5.878794
GMB,1975,.612909,200,12.39343
GMB,1976,.631894,210,7.351226
GMB,1977,.651934,210,3.439576
GMB,1978,.672974,230,6.316446
GMB,1979,.695155,280,-1.328183
GMB,1980,.718586,340,6.27008
GMB,1981,.742846,340,3.321894
GMB,1982,.768272,300,-.7645826
GMB,1983,.795563,270,10.88323
GMB,1984,.824798,250,3.535257
GMB,1985,.855958,260,-.8122647
GMB,1986,.88898,270,4.091071
GMB,1987,.923914,290,2.454333
GMB,1988,.960837,280,4.476827
GMB,1989,.999732,280,5.895722
GMB,1990,1.040616,280,3.558879
GMB,1991,1.083536,360,3.107039
GMB,1992,1.127152,480,3.378689
GMB,1993,1.168309,650,3.012101
GMB,1994,1.205882,630,.154346
GMB,1995,1.242155,630,.8818482
GMB,1996,1.27907,640,2.223546
GMB,1997,1.317002,630,4.899999
GMB,1998,1.356189,600,3.499999
GMB,1999,1.396499,590,6.399999
GMB,2000,1.437539,570,5.5
GMB,2001,1.479449,510,5.8
GMB,2002,1.522223,410,-3.25
GMB,2003,1.566257,370,6.869999
GMB,2004,1.612225,430,7.05
GMB,2005,1.660368,480,-2.351729
GMB,2006,1.711294,600,-.555581
GMB,2007,1.764883,650,3.04325
GMB,2008,1.820542,750,6.255906
GMB,2009,1.878119,810,6.665724
GMB,2010,1.937275,820,5.908336
GMB,2011,1.998212,700,-8.130445
GMB,2012,2.061014,700,5.241569
GMB,2013,2.124869,670,2.872769
GMB,2014,2.189019,600,-1.407382
GMB,2015,2.253133,580,4.058074
GMB,2016,2.317206,580,1.94336
GMB,2017,2.381182,610,4.822611
GMB,2018,2.444916,670,7.23489
GMB,2019,2.508883,700,6.222053
GMB,2020,2.573995,700,.5914873
GMB,2021,2.639916,740,5.255969
GMB,2022,2.705992,800,4.917821
GMB,2023,2.773168,830,5.295997
GNB,1960,.577933,,
GNB,1961,.583107,,
GNB,1962,.590399,,
GNB,1963,.595802,,
GNB,1964,.590481,,
GNB,1965,.577638,,
GNB,1966,.570375,,
GNB,1967,.57338,,
GNB,1968,.583475,,
GNB,1969,.58788,,
GNB,1970,.591663,,
GNB,1971,.594501,,-3.910967
GNB,1972,.59595,390,6.374861
GNB,1973,.603203,430,1.109893
GNB,1974,.623576,470,4.559241
GNB,1975,.659635,500,7.845584
GNB,1976,.701016,450,4.943455
GNB,1977,.746588,400,-7.17007
GNB,1978,.794328,430,13.12604
GNB,1979,.821598,440,1.994144
GNB,1980,.831462,370,-15.95265
GNB,1981,.844957,460,18.16753
GNB,1982,.85863,480,4.200082
GNB,1983,.872394,460,-3.398288
GNB,1984,.88621,460,9.109223
GNB,1985,.900088,440,4.166493
GNB,1986,.914122,390,-.7938476
GNB,1987,.928408,440,2.9
GNB,1988,.94308,480,4.6
GNB,1989,.958239,540,6.1
GNB,1990,.973551,590,6.1
GNB,1991,.993856,650,5.1
GNB,1992,1.022904,630,1.1
GNB,1993,1.056761,590,2.1
GNB,1994,1.089617,570,3.2
GNB,1995,1.117222,590,4.4
GNB,1996,1.140604,630,11.6
GNB,1997,1.162443,630,6.5
GNB,1998,1.184071,460,-22.44573
GNB,1999,1.206474,500,16.81502
GNB,2000,1.230849,410,1.100278
GNB,2001,1.25738,360,4.785972
GNB,2002,1.285678,330,3.653936
